nom_fichier;version;type_entite;paragraphe;texte_gold;ref_gold;texte_systeme;ref_systeme;score_similarite_pct;statut;TP;FP;FN;contexte
Pader_LaPeintureParlante.xml;Vbalise;persName;;LA HIRE;#LaurentDeLaHyre;;;;Faux negatif;0;0;1;…à la Peinture. Anagramme sur M Pader. Hilaire Pader Pair de [la Hire]. N Nefais plus HILAIRE PADER, Tant de Regrets pour DE LA HI…
Pader_LaPeintureParlante.xml;Vbalise;persName;;;;Dieu;#Dieu;;Faux positif;0;1;0;"… ; Seroit eslevé dans les Cieux, Qu'il s'assoiroit avec les [Dieu]x Et prendroit part à leur couronne. Grand PADER, voy quel e…"
Pader_LaPeintureParlante.xml;Vbalise;persName;;la hire;#LaurentDeLaHyre;;;;Faux negatif;0;0;1;…à la Peinture. Anagramme sur M Pader. Hilaire Pader Pair de [la Hire]. N Nefais plus HILAIRE PADER, Tant de Regrets pour DE LA HI…
Pader_LaPeintureParlante.xml;Vbalise;persName;;HIRE;#LaurentDeLaHyre;;;;Faux negatif;0;0;1;…es corps Spheriques, et non de la plus part de ceux de l'Arc[hire]cture qui ont leurs bornes (quelque disposition qu'ait la lu…
Pader_LaPeintureParlante.xml;Vbalise;persName;;Bertrand Molleville.;;;;;Faux negatif;0;0;1;…s yeux, Enfin on doute qui fait mieux, Ou Pader, ou Nature. [Bertrand Molleville.] POUR MONSIEUR PADER Peintre excellent. SOIT que PADER Ecriv…
Pader_LaPeintureParlante.xml;Vbalise;persName;;;;Cesar;#JulesCesar;;Faux positif;0;1;0;…advantage. C. D. A M. PADER SUR SON TABLEAU du Bien-heureux [Cesar] de Bus. PADER, ton delicat Pinceau Ne couche rien qui ne so…
Pader_LaPeintureParlante.xml;Vbalise;persName;;Cesar de Bus.;#CesarDeBus;;;;Faux negatif;0;0;1;…advantage. C. D. A M. PADER SUR SON TABLEAU du Bien-heureux [Cesar de Bus.] PADER, ton delicat Pinceau Ne couche rien qui ne soit beau …
Pader_LaPeintureParlante.xml;Vbalise;persName;;Alexandre;#AlexandreLeGrand;;;;Faux negatif;0;0;1;…et tu le fais comprendre, Ayant peint un Cesar qui surpasse [Alexandre]. AU Sr Pader SUR SON TABLEAU de l'Abraham qui chasse Agar. …
Pader_LaPeintureParlante.xml;Vbalise;persName;;l'Abraham;#Abraham;Abraham;#Abraham;88;Erreur texte;1;0;0;…esar qui surpasse Alexandre. AU Sr Pader SUR SON TABLEAU de [l'Abraham] qui chasse Agar. AGARne pleurés plus, faites cesser vos lar…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P14;;;Lomasse;#GiovanniPaoloLomazzo;;Faux positif;0;1;0;…je renvoye le curieux aux riches Traictés de la peinture du [Lomasse]. Et neanmoint je diray en passant, que si la lumiere esclai…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P14;;;Palmes;#Palma;;Faux positif;0;1;0;…erbe Qui d'un riche ornement fait voir dans ses vergers Les [Palmes], les Jasmins, et les verds Orangers. Cangiasio fut le nom d…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P14;Lucas;#LucaCambiaso;;;;Faux negatif;0;0;1;…l'enduite) avec L'ANTE du Pinceau (c'est le manche), ce que [LUCAS] CANGIASIO, (ce prodigieux Ouvrier pour la Frais, duquel il …
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P14;l'Illustre d'Urbin;#Raphael;;;;Faux negatif;0;0;1;…me nostre intellect par sa vertu secrette, Icy le Ticien et [l'Illustre d'Urbin] Font paroistre l'esclat de leur stille divin. Mais sans les…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P14;Alexandre;#AlexandreLeGrand;;;;Faux negatif;0;0;1;…et tu le fais comprendre, Ayant peint un Cesar qui surpasse [Alexandre]. AU Sr Pader SUR SON TABLEAU de l'Abraham qui chasse Agar. …
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P19;;;Dieu;#Dieu;;Faux positif;0;1;0;"… ; Seroit eslevé dans les Cieux, Qu'il s'assoiroit avec les [Dieu]x Et prendroit part à leur couronne. Grand PADER, voy quel e…"
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P20;Milanez;#GiovanniPaoloLomazzo;;;;Faux negatif;0;0;1;…vre, J'escoutay la raison, et pour faire mon cours Le Docte [Milanez] s'offrit à mon secours. Le F. Quoy? ne pourrois-je pas sans…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P24;Albert;#AlbrechtDurer;;;;Faux negatif;0;0;1;…re d'un tel, etc. BREGMA, c'est le sommet de la teste selon [Albert] Duret excellent Peintre Alleman qui a escrit de la proporti…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P24;eve;#Eve;;;;Faux negatif;0;0;1;…ouillards, apres lesquels on fait un autre dessein qu'on ach[eve] jusqu'à ses moindres parties, et où nous espreuvons la veri…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P24;Milanez;#GiovanniPaoloLomazzo;;;;Faux negatif;0;0;1;…vre, J'escoutay la raison, et pour faire mon cours Le Docte [Milanez] s'offrit à mon secours. Le F. Quoy? ne pourrois-je pas sans…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P32;Milanez;#GiovanniPaoloLomazzo;;;;Faux negatif;0;0;1;…vre, J'escoutay la raison, et pour faire mon cours Le Docte [Milanez] s'offrit à mon secours. Le F. Quoy? ne pourrois-je pas sans…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P40;;;Apelle;#Apelle;;Faux positif;0;1;0;…ignent dans l'Academie, d'où leurs figures tirent leur nom. [Apelle] FRANCOIS, c'est Monsieur N. POUSSIN, la gloire de nostre na…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P40;Apelle François;#NicolasPoussin;;;;Faux negatif;0;0;1;…habile, Monstrer evidemment qu'on a l'esprit debile. Nostre [Apelle François] d'un Peinceau plus sçavant Chasse de ses Tableaux ce monst…
Pader_LaPeintureParlante.xml;Vbalise;persName;NN1;Poussin;#NicolasPoussin;Mr. Poussin;#NicolasPoussin;78;Erreur texte;1;0;0;… 62 et 62, sont une retranscription d'une lettre de Nicolas [Poussin] à Hilaire Pader. LA PEINTURE PARLANTE DEH. PADER P. P. A TO…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P40;;;Mars;#Mars;;Faux positif;0;1;0;…en blot, les parties duquel sont que je passeray à Arles, à [Mars]eille, de là, par une pieuse curiosité à la Saincte Baume, e…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P40;;;Dieu;#Dieu;;Faux positif;0;1;0;"… ; Seroit eslevé dans les Cieux, Qu'il s'assoiroit avec les [Dieu]x Et prendroit part à leur couronne. Grand PADER, voy quel e…"
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P40;;;Silene;#Silene;;Faux positif;0;1;0;…t par sa grosse Bedeine Et son nés de rubisque c'est le bon [Silene]. A l'ombre qui paroist sous deux Ormeaux voisins Des Satyro…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P40;;;Cesar;#JulesCesar;;Faux positif;0;1;0;…advantage. C. D. A M. PADER SUR SON TABLEAU du Bien-heureux [Cesar] de Bus. PADER, ton delicat Pinceau Ne couche rien qui ne so…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P40;;;Venus;#Venus;;Faux positif;0;1;0;…uet, l'autre grand perspectif. D'autres pour les Couleurs de[venus] Idolastres Ont cherché des Vernis, des Pastels, et des Plas…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P40;;;Vierge;#Marie;;Faux positif;0;1;0;…omposent : si c'est la descente par la representation de la [Vierge] qui porte avec grande precaution le petit Jesus entre ses b…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P40;;;Jesus;#Jesus;;Faux positif;0;1;0;…tion de la Vierge qui porte avec grande precaution le petit [Jesus] entre ses bras, tandis que S. Joseph conduit la Mule et que…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P40;;;la Vierge;#Marie;;Faux positif;0;1;0;…e composent : si c'est la descente par la representation de [la Vierge] qui porte avec grande precaution le petit Jesus entre ses b…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P47;Michel;#MichelAnge;;;;Faux negatif;0;0;1;"… Le fonds et la vigueur de Virgile et Dubarthas, en ceux de [Michel] Lange ; la douceur et l'achevement de Malherbe, en ceux du …"
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P57;;;Hercules;#Hercule;;Faux positif;0;1;0;…peindroit un ballet d'estourdis. Sçache que ces Heros vrais [Hercules] du vice Qui par leur équité font fleurir la justice? Qui ma…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P63;;;Saturne;#Saturne;;Faux positif;0;1;0;… sombre et taciturne Sont nez sous l'ascendant du refroigné [Saturne] : Et que finalement le Globe qui reluit : Et semble un clai…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P65;;;Saturne;#Saturne;;Faux positif;0;1;0;… sombre et taciturne Sont nez sous l'ascendant du refroigné [Saturne] : Et que finalement le Globe qui reluit : Et semble un clai…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P67;Jacob;#Jacob;Jacob;#JacobBunel;100;Erreur @ref;1;0;0;…faut exprimer les Heros de l'Eglise, Et du vieux Testament, [Jacob], Noé, Moyse. Jamais rien de leger ne doit paroistre en eux,…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P67;;;Dieu;#Dieu;;Faux positif;0;1;0;"… ; Seroit eslevé dans les Cieux, Qu'il s'assoiroit avec les [Dieu]x Et prendroit part à leur couronne. Grand PADER, voy quel e…"
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P67;Catherine;#SainteCatherine;;;;Faux negatif;0;0;1;…enissant dans les fers le Seigneur des Seigneurs. Telle fut [Catherine] au milieu de ces roues Dont les esclats armés jetterent dan…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P67;Agate;#SainteAgathe;;;;Faux negatif;0;0;1;…n luy donnant la mort, l'effroy de mille morts. Telle parut [Agate] alors que les Cizailles Coupoient les beaux témoins de ses …
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P67;Appolonie;#SainteApolline;;;;Faux negatif;0;0;1;… pur sang Effrayé du peché de rouge ne vint blanc. De mesme [Appolonie], Elle parut ravie De passer par sa mort à l'Autheur de la v…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P67;;;Dieu;#Dieu;;Faux positif;0;1;0;"… ; Seroit eslevé dans les Cieux, Qu'il s'assoiroit avec les [Dieu]x Et prendroit part à leur couronne. Grand PADER, voy quel e…"
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P69;Christ;#Jesus;le Christ;#Jesus;80;Erreur texte;1;0;0;…ent nous tire. Des Tableaux de Devotion. S'il represente un [Christ] environné de Juifs Son visage affligé rend les nostres plai…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P69;;;Guide;#GuidoReni;;Faux positif;0;1;0;…uis la nuque du col sous les parieteaux jusques au cropion. [GUIDE] RENI, Bolognois (disciple des Caraches) le plus fameux Pein…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P69;;;Christ;#Jesus;;Faux positif;0;1;0;…ent nous tire. Des Tableaux de Devotion. S'il represente un [Christ] environné de Juifs Son visage affligé rend les nostres plai…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P69;Christ;#Jesus;le Christ;#Jesus;80;Erreur texte;1;0;0;…ent nous tire. Des Tableaux de Devotion. S'il represente un [Christ] environné de Juifs Son visage affligé rend les nostres plai…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P69;;;Dieu;#Dieu;;Faux positif;0;1;0;"… ; Seroit eslevé dans les Cieux, Qu'il s'assoiroit avec les [Dieu]x Et prendroit part à leur couronne. Grand PADER, voy quel e…"
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P69;MOYSE;#Moise;;;;Faux negatif;0;0;1;…ux Appartient proprement à la Reine des Cieux, À la sœur de [Moyse] et d'autres Heroines, Dont le sein eschauffé par des flames…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P73;;;Tempeste;#AntonioTempesta;;Faux positif;0;1;0;…meut l'onde et s'appreste Pour les abandonner au fort de la [tempeste]. Il est encor trop lent et ne sçauroit servir, A peindre le…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P73;Francois;#FrancoisIer;;;;Faux negatif;0;0;1;…dans l'Academie, d'où leurs figures tirent leur nom. Apelle [FRANCOIS], c'est Monsieur N. POUSSIN, la gloire de nostre nation, duq…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P73;;;Didon;#Didon;;Faux positif;0;1;0;…t le premier Patriarche. Tels parmy les Gentils Polinice et [Didon], Et d'autres que le Ciel honnora d'un tel don. Le Juste, qu…
Pader_LaPeintureParlante.xml;Vbalise;persName;PAD_LPP_L1_P75;;;Dieu;#Dieu;;Faux positif;0;1;0;"… ; Seroit eslevé dans les Cieux, Qu'il s'assoiroit avec les [Dieu]x Et prendroit part à leur couronne. Grand PADER, voy quel e…"
Pader_LaPeintureParlante.xml;Vbalise;persName;M1;Poussin;#NicolasPoussin;Le Poussin;#NicolasPoussin;82;Erreur texte;1;0;0;… 62 et 62, sont une retranscription d'une lettre de Nicolas [Poussin] à Hilaire Pader. LA PEINTURE PARLANTE DEH. PADER P. P. A TO…
Pader_LaPeintureParlante.xml;Vbalise;persName;M1;roy;#LouisXIV;;;;Faux negatif;0;0;1;… H. Pader P. P. Par ARNAUD COL0MIEZ, Imprimeur ordinaire du [Roy] et de l'Université. Tolose M. DC. LIII. France Paris Biblio…
Pader_LaPeintureParlante.xml;Vbalise;placeName;;;;Paris;#Paris;;Faux positif;0;1;0;…re Correction de la transciption et indexation Anaïs Mazoué [Paris] 2028 ? Hilaire Pader La peinture parlante de H. Pader P. P.…
Pader_LaPeintureParlante.xml;Vbalise;placeName;;;;Tolose;#Toulouse;;Faux positif;0;1;0;…UD COL0MIEZ, Imprimeur ordinaire du Roy et de l'Université. [Tolose] M. DC. LIII. France Paris Bibliothèque nationale de France …
Pader_LaPeintureParlante.xml;Vbalise;placeName;;;;France;#France;;Faux positif;0;1;0;…ur ordinaire du Roy et de l'Université. Tolose M. DC. LIII. [France] Paris Bibliothèque nationale de France Département Littérat…
Pader_LaPeintureParlante.xml;Vbalise;placeName;;;;Paris;#Paris;;Faux positif;0;1;0;…re Correction de la transciption et indexation Anaïs Mazoué [Paris] 2028 ? Hilaire Pader La peinture parlante de H. Pader P. P.…
Pader_LaPeintureParlante.xml;Vbalise;placeName;;;;France;#France;;Faux positif;0;1;0;…ur ordinaire du Roy et de l'Université. Tolose M. DC. LIII. [France] Paris Bibliothèque nationale de France Département Littérat…
Pader_LaPeintureParlante.xml;Vbalise;placeName;PAD_LPP_lexique_P2;;;Tibre;#Tibre;;Faux positif;0;1;0;…au Pape, et entreprit de voler du Vatican, jusqu'au delà du [Tibre], ce qu'il auroit executé heureusement si la teste ne luy eu…
Pader_LaPeintureParlante.xml;Vbalise;placeName;PAD_LPP_lexique_P2;;;Tibre;#Tibre;;Faux positif;0;1;0;…au Pape, et entreprit de voler du Vatican, jusqu'au delà du [Tibre], ce qu'il auroit executé heureusement si la teste ne luy eu…
Pader_LaPeintureParlante.xml;Vbalise;placeName;PAD_LPP_lexique_P4;;;Monaco;#Monaco;;Faux positif;0;1;0;…ict dessein de me rendre aupres de Monseigneur le Prince de [Monaco], pour avoir l'honneur de servir cét Altesse : Voyla le dess…
Pader_LaPeintureParlante.xml;Vbalise;placeName;PAD_LPP_lexique_P20;Acre;#Acre;;;;Faux negatif;0;0;1;… nobles et les faire tenir. Quelques-uns l'appellent Azur d'[Acre], d'où sans doubte a esté tiré celuy d'Outremer, parce qu'en…
Pader_LaPeintureParlante.xml;Vbalise;placeName;;;;Monaco;#Monaco;;Faux positif;0;1;0;…ict dessein de me rendre aupres de Monseigneur le Prince de [Monaco], pour avoir l'honneur de servir cét Altesse : Voyla le dess…
Pader_LaPeintureParlante.xml;Vbalise;placeName;PAD_LPP_privilege_P1;;;France;#France;;Faux positif;0;1;0;…ur ordinaire du Roy et de l'Université. Tolose M. DC. LIII. [France] Paris Bibliothèque nationale de France Département Littérat…
Pader_LaPeintureParlante.xml;Vbalise;placeName;PAD_LPP_privilege_P1;;;Navarre;#Navarre;;Faux positif;0;1;0;"…LEGE DU ROY LOUIS par la grace de Dieu, Roy de France et de [Navarre] ; à nos Amez et Feaux Conseillers les gens tenans nos Cours…"
Pader_LaPeintureParlante.xml;Vbalise;placeName;PAD_LPP_privilege_P1;;;Paris;#Paris;;Faux positif;0;1;0;…re Correction de la transciption et indexation Anaïs Mazoué [Paris] 2028 ? Hilaire Pader La peinture parlante de H. Pader P. P.…
Pader_LaPeintureParlante.xml;Vbalise;placeName;PAD_LPP_privilege_P1;;;France;#France;;Faux positif;0;1;0;…ur ordinaire du Roy et de l'Université. Tolose M. DC. LIII. [France] Paris Bibliothèque nationale de France Département Littérat…
Pader_LaPeintureParlante.xml;Vbalise;placeName;;Tholose;#Toulouse;;;;Faux negatif;0;0;1;…us HILAIRE PADER, Tant de Regrets pour DE LA HIRE, Puisqu'à [Tholose] l'on peut dire Que LA HIRE a trouvé son PAIR. Autre. Hilair…
Pader_LaPeintureParlante.xml;Vbalise;placeName;PAD_LPP_L1_P14;;;Rome;#Rome;;Faux positif;0;1;0;…raicté de la Peinture, Sculpture et Architecture. L'Abbé Hie[rome] Ghilini, Florentin, l'a placé avec de tres-beaux Eloges au …
Pader_LaPeintureParlante.xml;Vbalise;placeName;PAD_LPP_L1_P14;;;Urbin;#Urbino;;Faux positif;0;1;0;…ellect par sa vertu secrette, Icy le Ticien et l'Illustre d'[Urbin] Font paroistre l'esclat de leur stille divin. Mais sans les…
Pader_LaPeintureParlante.xml;Vbalise;placeName;PAD_LPP_L1_P20;;;le Tibre;#Tibre;;Faux positif;0;1;0;"…ubla ses attraicts ; Mais je changeai de note au moment que [le Tibre] Eût changé ma Maniere et ma facon de vivre, J'escoutay la r…"
Pader_LaPeintureParlante.xml;Vbalise;placeName;PAD_LPP_L1_P47;;;Tibre;#Tibre;;Faux positif;0;1;0;…au Pape, et entreprit de voler du Vatican, jusqu'au delà du [Tibre], ce qu'il auroit executé heureusement si la teste ne luy eu…
Pader_LaPeintureParlante.xml;Vbalise;placeName;PAD_LPP_L1_P47;;;France;#France;;Faux positif;0;1;0;…ur ordinaire du Roy et de l'Université. Tolose M. DC. LIII. [France] Paris Bibliothèque nationale de France Département Littérat…
Pader_LaPeintureParlante.xml;Vbalise;placeName;PAD_LPP_L1_P57;;;Lyon;#Lyon;;Faux positif;0;1;0;…imide aux uns remplit les veines, Aux autres les humeurs du [Lyon] genereux Font enfler les esprits de desseins vigoureux. Ceu…
Pader_LaPeintureParlante.xml;Vbalise;placeName;PAD_LPP_M1_P1;;;Lyon;#Lyon;;Faux positif;0;1;0;…imide aux uns remplit les veines, Aux autres les humeurs du [Lyon] genereux Font enfler les esprits de desseins vigoureux. Ceu…
Pader_LaPeintureParlante.xml;Vspacy;persName;;;;Texte;;;Faux positif;0;1;0;…Structuration du fichier XML TEKLIA, Generated by Arkindex. [Texte] encodé sous la surveillance de Anna Sconza Correction de la…
Pader_LaPeintureParlante.xml;Vspacy;persName;;;;Anna Sconza;;;Faux positif;0;1;0;…Generated by Arkindex. Texte encodé sous la surveillance de [Anna Sconza] Correction de la transciption Hippolyte Fare Correction de …
Pader_LaPeintureParlante.xml;Vspacy;persName;;;;Hippolyte Fare;;;Faux positif;0;1;0;…a surveillance de Anna Sconza Correction de la transciption [Hippolyte Fare] Correction de la transciption et indexation Anaïs Mazoué Pa…
Pader_LaPeintureParlante.xml;Vspacy;persName;;;;Pader P. P.;;;Faux positif;0;1;0;…azoué Paris 2028 ? Hilaire Pader La peinture parlante de H. [Pader P. P.] Par ARNAUD COL0MIEZ, Imprimeur ordinaire du Roy et de l'Uni…
Pader_LaPeintureParlante.xml;Vspacy;persName;;;;Tolose;;;Faux positif;0;1;0;…UD COL0MIEZ, Imprimeur ordinaire du Roy et de l'Université. [Tolose] M. DC. LIII. France Paris Bibliothèque nationale de France …
Pader_LaPeintureParlante.xml;Vspacy;persName;;;;Département Littérature;;;Faux positif;0;1;0;… M. DC. LIII. France Paris Bibliothèque nationale de France [Département Littérature] et art http://catalogue.bnf.fr/ark:/12148/cb310486316 Le do…
Pader_LaPeintureParlante.xml;Vspacy;persName;;ARNAUD COL0MIEZ;#ArnaudColomiez;;;;Faux negatif;0;0;1;… ? Hilaire Pader La peinture parlante de H. Pader P. P. Par [ARNAUD COL0MIEZ], Imprimeur ordinaire du Roy et de l'Université. Tolose M. D…
Pader_LaPeintureParlante.xml;Vspacy;persName;;;;Premier Imprimeur;;;Faux positif;0;1;0;…RE PARLANTE DEH. PADER P. P. A TOLOSE, Par ARNAUD COLOMIEZ, [Premier Imprimeur] ordinairedu Roi, et de l'Université. M DC. LIII. Avec Privi…
Pader_LaPeintureParlante.xml;Vspacy;persName;;;;Roi;;;Faux positif;0;1;0;…ermes artistiques puis du texte du privilège accordé par le [roi], enfin viennent quelques dédicaces. La numérotation des feu…
Pader_LaPeintureParlante.xml;Vspacy;persName;;;;Privilege de;;;Faux positif;0;1;0;…imeur ordinairedu Roi, et de l'Université. M DC. LIII. Avec [Privilege de] Sa Majesté. À MESSIEURS LES PEINTRES DE L'ACCADEMIE ROYALE …
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_preface_P1;;;Messieurs;;;Faux positif;0;1;0;…e l'Université. M DC. LIII. Avec Privilege de Sa Majesté. À [MESSIEURS] LES PEINTRES DE L'ACCADEMIE ROYALE DE PARIS. Messieurs, Quo…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_preface_P2;;;Auguste Academie;;;Faux positif;0;1;0;…e infinité de defauts) pour pretendre autre chose de vostre [Auguste Academie] que l'honneur de vostre protection. Je sçay que bien que ma…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_preface_P2;;;Monsieur Poussin;;;Faux positif;0;1;0;"…ersonne si elle ne l'est premierement de vous ; l'estime de [Monsieur Poussin] luy a donné veritablement l'estre, mais la vostre, MESSIEUR…"
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_preface_P2;;;Heros;;;Faux positif;0;1;0;… et si vos oreilles delicates ont la mesme bonté qu'a eu ce [Heros] de souffrir la dureté de ses accents et de ses paroles mal …
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P1;;;Traictés;;;Faux positif;0;1;0;"…affectent ; c'est pourquoy je renvoye le curieux aux riches [Traictés] de la peinture du Lomasse. Et neanmoint je diray en passant…"
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P1;;;Abagliamento;;;Faux positif;0;1;0;…pour mieux dire, sçavant melange que les Italiens appellent [Abagliamento]. GUIDOTI vivoit du temps du Pape Paul V. Il estoit Peintre,…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P2;;;Pape;;;Faux positif;0;1;0;…Italiens appellent Abagliamento. GUIDOTI vivoit du temps du [Pape] Paul V. Il estoit Peintre, Sculpteur, Ingenieur, tres-intel…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P2;;;Paul V.;;;Faux positif;0;1;0;…ens appellent Abagliamento. GUIDOTI vivoit du temps du Pape [Paul V.] Il estoit Peintre, Sculpteur, Ingenieur, tres-intelligent a…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_preface_P2;Poussin;#NicolasPoussin;;;;Faux negatif;0;0;1;… 62 et 62, sont une retranscription d'une lettre de Nicolas [Poussin] à Hilaire Pader. LA PEINTURE PARLANTE DEH. PADER P. P. A TO…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P1;Lomasse;#GiovanniPaoloLomazzo;;;;Faux negatif;0;0;1;…je renvoye le curieux aux riches Traictés de la peinture du [Lomasse]. Et neanmoint je diray en passant, que si la lumiere esclai…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P2;GUIDOTI;#PaoloGuidotti;;;;Faux negatif;0;0;1;…e, sçavant melange que les Italiens appellent Abagliamento. [GUIDOTI] vivoit du temps du Pape Paul V. Il estoit Peintre, Sculpteu…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P2;Pape Paul V.;#PaulV;;;;Faux negatif;0;0;1;…Italiens appellent Abagliamento. GUIDOTI vivoit du temps du [Pape Paul V.] Il estoit Peintre, Sculpteur, Ingenieur, tres-intelligent a…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P2;;;luy sauva la vie;;;Faux positif;0;1;0;…ba dans de la chaux destrempée sur le bord du Tibre, ce qui [luy sauva la vie] : Cette action se passa en presence du susdit Pape, de tous…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P3;Auguste;#Auguste;;;;Faux negatif;0;0;1;…e infinité de defauts) pour pretendre autre chose de vostre [Auguste] Academie que l'honneur de vostre protection. Je sçay que bi…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P4;;;Voyla;;;Faux positif;0;1;0;…nce de Monaco, pour avoir l'honneur de servir cét Altesse : [Voyla] le dessein ideal en blot, les parties duquel sont que je pa…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P4;;;Saincte Baume;;;Faux positif;0;1;0;… à Arles, à Marseille, de là, par une pieuse curiosité à la [Saincte Baume], etc. Neantmoins il se pourra faire que divers accidents m'…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P4;;;Voyla;;;Faux positif;0;1;0;…nce de Monaco, pour avoir l'honneur de servir cét Altesse : [Voyla] le dessein ideal en blot, les parties duquel sont que je pa…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P4;;;Montaigne;;;Faux positif;0;1;0;…vrier ait l'intention de la representer à la descente d'une [Montaigne], au passage d'une Riviere, ou qu'ils se reposent. Chacune d…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P4;Vierge;#Marie;la Vierge;;80;Erreur texte;1;0;0;…omposent : si c'est la descente par la representation de la [Vierge] qui porte avec grande precaution le petit Jesus entre ses b…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P4;;;Apres;;;Faux positif;0;1;0;"…, et qu'il attachoit à ses espaules pour voler ; si bien qu'[apres] avoir fait la preuve à cachettes en son particulier, il se …"
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P4;;;Esquis;;;Faux positif;0;1;0;…ce qui a esté imaginé : Et ces premiers Desseins s'appelent [Esquis], ou Brouillards, apres lesquels on fait un autre dessein qu…
Pader_LaPeintureParlante.xml;Vspacy;persName;PAD_LPP_lexique_P4;;;Brouillards;;;Faux positif;0;1;0;…té imaginé : Et ces premiers Desseins s'appelent Esquis, ou [Brouillards], apres lesquels on fait un autre dessein qu'on acheve jusqu…
