xml_id,birth_place,region1,region2,region,country,country_qid,region_qid
MicheleSanmicheli,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,
AndreaSansovino,Monte San Savino,Arezzo,Toscane,Toscane,Italie,Q38,
GiovanniSanti,Colbordolo,Vallefoglia,Pesaro et Urbino,Marches,Italie,Q38,
Raphael,Urbino,Pesaro et Urbino,Marches,Marches,Italie,Q38,
JacquesSarazin,Noyon,arrondissement de Compiègne,Oise,France,France,Q142,Q142
AndreaDelSarto,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
JacobISavery,Courtrai,arrondissement administratif de Courtrai,Flandre-Occidentale,Belgique,Belgique,Q31,Q31
RoelandtSavery,Courtrai,arrondissement administratif de Courtrai,Flandre-Occidentale,Belgique,Belgique,Q31,Q31
LouisSavot,Saulieu,Côte-d'Or,Bourgogne-Franche-Comté,France,France,Q142,Q142
VincenzoScamozzi,Vicence,Vicence,Vénétie,Vénétie,Italie,Q38,
CorneilleSchut,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
ChristophSchwarz,Munich,Haute-Bavière,Bavière,Allemagne,Allemagne,Q183,Q183
JanVanScorel,Schoorl,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
DanielSeghers,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
GerardSeghers,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
GirolamoDaCarpi,Ferrare,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
OttavioSemino,Gênes,ville métropolitaine de Gênes,Ligurie,Ligurie,Italie,Q38,
VincenzoSeregni,Seregno,Monza et Brianza,Lombardie,Lombardie,Italie,Q38,
SebastianoSerlio,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
CesareDaSesto,Sesto Calende,province de Varèse,Lombardie,Lombardie,Italie,Q38,
AndreaSguazzella,,,,,,,
GirolamoSiciolante,Sermoneta,province de Latina,Latium,Latium,Italie,Q38,
BarnaDaSiena,Sienne,Sienne,Toscane,Toscane,Italie,Q38,
LucaSignorelli,Cortone,Arezzo,Toscane,Toscane,Italie,Q38,
IsraelSilvestre,Nancy,Meurthe-et-Moselle,Grand Est,France,France,Q142,Q142
FransSnyders,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
JanSoens,Bois-le-Duc,Bois-le-Duc,Brabant-Septentrional,Pays-Bas,Pays-Bas,Q55,Q55
CristoforoSolari,Angera,province de Varèse,Lombardie,Lombardie,Italie,Q38,
AndreaSolario,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,
RaffaelleSoprani,Gênes,ville métropolitaine de Gênes,Ligurie,Ligurie,Italie,Q38,
PieterClaeszSoutman,Haarlem,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
BartolomeoSpani,Reggio d'Émilie,province de Reggio d'Émilie,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
BartholomaeusSpranger,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
FrancescoSquarcione,Padoue,Province de Padoue,Vénétie,Vénétie,Italie,Q38,
MassimoStanzione,Frattamaggiore,ville métropolitaine de Naples,Campanie,Campanie,Italie,Q38,
GherardoStarnina,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
HendrickIVanSteenwijck,Kampen,Kampen,Overijssel,Pays-Bas,Pays-Bas,Q55,Q55
FrancoisStella,Malines,arrondissement administratif de Malines,province d'Anvers,Belgique,Belgique,Q31,Q31
JacquesStella,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,France,Q142,Q142
SimonStevin,,,,,,,
TobiasStimmer,Schaffhouse,canton de Schaffhouse,Suisse,Suisse,Suisse,Q39,Q39
JanVanDerStraet,Bruges,arrondissement administratif de Bruges,Flandre-Occidentale,Belgique,Belgique,Q31,Q31
Bramantino,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,
LambertSustris,Amsterdam,Amsterdam,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Q55,Q55
IsaacClaeszSwanenburgh,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
HermanVanSwanevelt,Woerden,Utrecht,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
InnocenzoTacconni,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
Paciotto,Urbino,Pesaro et Urbino,Marches,Marches,Italie,Q38,
VincenzoTamagni,San Gimignano,Sienne,Toscane,Toscane,Italie,Q38,
JacopoSansovino,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
AntonioTempesta,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
DavidTeniers,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
DavidITeniers,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
GerardTerborch,Zwolle,Overijssel,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
GiovanniCesareTesta,,,,,,,
PietroTesta,Lucques,Lucques,Toscane,Toscane,Italie,Q38,
PhilippeThomassin,Troyes,Aube,Grand Est,France,France,Q142,Q142
TheodorVanThulden,Bois-le-Duc,Bois-le-Duc,Brabant-Septentrional,Pays-Bas,Pays-Bas,Q55,Q55
DomenicoTibaldi,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
PellegrinoTibaldi,Puria,Valsolda,Côme,Lombardie,Italie,Q38,
JacopoTintoretto,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,
MariettaTintoretto,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,
Titien,Pieve di Cadore,Belluno,Vénétie,Vénétie,Italie,Q38,
FrancescoTorbido,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,
NiccoloTornioli,Sienne,Sienne,Toscane,Toscane,Italie,Q38,
JohannesTorrentius,Amsterdam,Amsterdam,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Q55,Q55
PietroTorrigiano,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
FrancoisTortebat,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
NicolasTournier,Montbéliard,Doubs,Bourgogne-Franche-Comté,France,France,Q142,Q142
AntonioDaTrento,Trente,province autonome de Trente,Trentin-Haut-Adige,Trentin-Haut-Adige,Italie,Q38,
NiccoloTribolo,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
PaoloUccello,Pratovecchio,Pratovecchio-Stia,Arezzo,Toscane,Italie,Q38,
GiovanniDaUdine,Udine,Organisme de décentralisation régionale d'Udine,Frioul-Vénétie Julienne,Frioul-Vénétie Julienne,Italie,Q38,
PhilippUffenbach,Francfort-sur-le-Main,district de Darmstadt,Hesse,Allemagne,Allemagne,Q183,Q183
CarloUrbino,Crema,Crémone,Lombardie,Lombardie,Italie,Q38,
Stradanus,Bruges,arrondissement administratif de Bruges,Flandre-Occidentale,Belgique,Belgique,Q31,Q31
PieterVanMol,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
KarelVanManderII,Courtrai,arrondissement administratif de Courtrai,Flandre-Occidentale,Belgique,Belgique,Q31,Q31
HubertVanEyck,Maseyk,arrondissement administratif de Maaseik,Limbourg,Belgique,Belgique,Q31,Q31
FrancescoVanni,Sienne,Sienne,Toscane,Toscane,Italie,Q38,
GijsbertVanVeen,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
PieterVanVeen,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
BenedettoVarchi,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
JosephVarin,Châlons-en-Champagne,Marne,Grand Est,France,France,Q142,Q142
GiorgioVasari,Arezzo,Arezzo,Toscane,Toscane,Italie,Q38,
GiovanniDeVecchi,Sansepolcro,Arezzo,Toscane,Toscane,Italie,Q38,
CesareVecellio,Pieve di Cadore,Belluno,Vénétie,Vénétie,Italie,Q38,
FrancescoVecellio,Pieve di Cadore,Belluno,Vénétie,Vénétie,Italie,Q38,
OrazioVecellio,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,
OttoVanVeen,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
AntonioVeneziano,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,
AgnoloDiVentura,Sienne,Sienne,Toscane,Toscane,Italie,Q38,
MarcelloVenusti,Mazzo di Valtellina,Sondrio,Lombardie,Lombardie,Italie,Q38,
GiovanniMariaVerdizotti,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,
JanCorneliszVermeyen,Beverwijk,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
LiberaleDaVerona,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,
StefanoDaVerona,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,
ZenoneVeronese,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,
PaoloVeronese,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,
AntonioVerrio,Lecce,province de Lecce,Pouilles,Pouilles,Italie,Q38,
AndreaVerrocchio,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
HendrickVerschuring,Gorinchem,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
GiuseppeNiccoloVicentino,,,,,,,
EneaVico,Parme,Parme,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
ClaudeVignon,Tours,Indre-et-Loire,Centre-Val de Loire,France,France,Q142,Q142
FrancescoVillamena,Assise,province de Pérouse,Ombrie,Ombrie,Italie,Q38,
LeonardoDaVinci,Anchiano,Vinci,ville métropolitaine de Florence,Toscane,Italie,Q38,
TimoteoViti,Urbino,Pesaro et Urbino,Marches,Marches,Italie,Q38,
AlessandroVittoria,Trente,province autonome de Trente,Trentin-Haut-Adige,Trentin-Haut-Adige,Italie,Q38,
AlviseVivarini,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,
AntonioVivarini,Murano,Venise,ville métropolitaine de Venise,Vénétie,Italie,Q38,
BartolomeoVivarini,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,
PieterVlerick,Courtrai,arrondissement administratif de Courtrai,Flandre-Occidentale,Belgique,Belgique,Q31,Q31
LucasVorsterman,Zaltbommel,Zaltbommel,Gueldre,Pays-Bas,Pays-Bas,Q55,Q55
MaertenDeVos,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
SimonVouet,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
AubinVouet,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
HansVredemanDeVries,Leuvarde,Leeuwarden,Frise,Pays-Bas,Pays-Bas,Q55,Q55
RemyVuibert,Rethel,Ardennes,Grand Est,France,France,Q142,Q142
JoosVanWassenhove,Gand,arrondissement administratif de Gand,Flandre-Orientale,Belgique,Belgique,Q31,Q31
RogierVanDerWeyden,Tournai,arrondissement administratif de Tournai-Mouscron,Hainaut,Belgique,Belgique,Q31,Q31
MichaelWolgemut,Nuremberg,Moyenne-Franconie,Bavière,Allemagne,Allemagne,Q183,Q183
BernardoZenale,Treviglio,Bergame,Lombardie,Lombardie,Italie,Q38,
AltichieroDaZevio,Zevio,Vérone,Vénétie,Vénétie,Italie,Q38,
MarcoZoppo,Cento,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
FedericoZuccaro,Sant'Angelo in Vado,Pesaro et Urbino,Marches,Marches,Italie,Q38,
TaddeoZuccaro,Sant'Angelo in Vado,Pesaro et Urbino,Marches,Marches,Italie,Q38,
GaetanoZumbo,Syracuse,Libre consortium municipal de Syracuse,Sicile,Sicile,Italie,Q38,
